Link,IsHomepage,Textmatch_P,Textmatch_S,Textmatch_PP,Link_Match
http://salutarydata.com/privacy-policy/#privacy-1,,ccpa||california consumer privacy act,right to know||right to access||non-discrimination||authorized agent,privacy policy,"['privacy', 'policy']"
https://datadelivers.com/privacy-policy/,,ccpa||california consumer privacy act,right to know||right to access||not be discriminate,privacy policy,"['privacy', 'policy']"
https://intalytics.com/privacy-policy/,,ccpa,right to know||non-discrimination||not discriminate||authorized agent,privacy policy,"['privacy', 'policy']"
https://outlogic.io/privacy-policy/,,ccpa||california consumer privacy act,right to access||non-discrimination||authorized agent||not be discriminate,privacy policy,"['privacy', 'policy']"
https://www.achcoop.com/privacy-policy,,ccpa||california consumer privacy act,right to know||not be discriminate,privacy policy,"['privacy', 'policy']"
https://www.emailindustries.com/legal,,ccpa||california consumer privacy act,right to know||authorized representative,privacy policy,[]
https://www.rhetorik.com/data-privacy-gdpr/,,ccpa||california consumer privacy act,right to know||right to access,privacy policy,['privacy']
http://www.heartbeat.ai/policy-ccpa,,ccpa||california consumer privacy act,not discriminate||authorized agent,privacy policy,"['policy', 'ccpa']"
http://WWW.MULTIMEDIALISTS.COM/privacy-policy,,ccpa||california consumer privacy act,right to know||nondiscrimination||authorized agent,privacy policy,"['privacy', 'policy']"
https://contentgine.com/privacy-policy/,,ccpa,right to know||right to access||not discriminate||authorized agent,privacy policy,"['privacy', 'policy']"
https://id5.io/platform-privacy-policy/,,ccpa||california consumer privacy act,right to know||non-discrimination||authorized agent,privacy policy,"['privacy', 'policy']"
http://snov.io/privacy-policy.html,,ccpa||california consumer privacy act,right to access,privacy policy,"['privacy', 'policy']"
https://sg360.com/privacy-policy/,,ccpa,right to know||non-discrimination||not discriminate,privacy policy,"['privacy', 'policy']"
https://ventiveiq.com/privacy-policy-2/,,ccpa||california consumer privacy act,right to access||non-discrimination||authorized agent,privacy policy,"['privacy', 'policy']"
https://www.redidata.com/privacy-policy/,,ccpa||california consumer privacy act,right to know||right to access||not be discriminate,privacy policy,"['privacy', 'policy']"
http://www.lightcast.io/privacy-policy,,ccpa||california consumer privacy act,authorized agent,privacy policy,"['privacy', 'policy']"
https://www.costar.com/about/privacy-notice,,california consumer privacy act,authorized agent,privacy policy,['privacy']
https://www.dnb.com/utility-pages/privacy-policy.html/duns-number.html,,ccpa||california consumer privacy act,right to know||right to access||authorized agent,privacy policy,"['privacy', 'policy']"
https://www.enformion.com/privacy-policy/,,ccpa||california consumer privacy act,right to know||nondiscrimination||authorized agent||not be discriminate,privacy policy,"['privacy', 'policy']"
https://www.idology.com/privacy-policy/,,california consumer privacy act,right to know||not discriminate||authorized agent,privacy policy,"['privacy', 'policy']"
https://www.placeiq.com/privacy/,,ccpa||california consumer privacy act,non-discrimination||authorized agent,privacy policy,['privacy']
